entradas,saidas
-1.31678,-1
1.14966,1
1.8395,1
-0.0802846,-0.665625
1.11215,1
-1.29168,-1
1.73492,1
-0.959547,-1
-1.92172,-1
-1.65419,-1
-0.0367365,-0.351685
-0.854846,-1
-1.80553,-1
-1.83891,-1
-0.895081,-1
1.11208,1
1.0015,1
0.876291,1
0.508879,0.999924
-0.246119,-0.985542
-1.66804,-1
0.523869,0.999944
-1.821,-1
-0.579214,-0.999981
-0.820014,-1
0.197952,0.962552
0.81287,1
1.61917,1
0.448743,0.999747
-1.73632,-1
1.46359,1
1.68376,1
0.79297,1
1.48381,1
-1.15594,-1
0.711041,0.999999
-1.87748,-1
-1.84987,-1
1.98852,1
1.65593,1
-1.08331,-1
-0.240713,-0.983904
-1.72944,-1
0.834714,1
0.578807,0.999981
0.655921,0.999996
-0.80076,-1
-0.0155855,-0.154606
0.635887,0.999994
-1.25937,-1
0.218064,0.974797
0.838601,1
0.92201,1
1.54466,1
-1.20966,-1
-1.90823,-1
0.27661,0.992117
1.21106,1
0.289125,0.993857
0.105029,0.78192
-1.18651,-1
-1.71076,-1
1.34257,1
-0.188056,-0.954542
-0.961046,-1
0.420466,0.999555
-1.29273,-1
-0.321414,-0.996775
0.872631,1
-1.64142,-1
-0.532317,-0.999952
0.608702,0.99999
1.01237,1
0.163469,0.926727
-0.902938,-1
0.786762,1
0.0597053,0.534949
-1.04512,-1
-0.741308,-0.999999
-0.973898,-1
0.945645,1
-1.05668,-1
1.37516,1
-1.38637,-1
1.8435,1
1.94292,1
0.0432892,0.407736
1.62063,1
-0.692924,-0.999998
1.85745,1
-0.19382,-0.959391
-1.29093,-1
1.86598,1
-0.471485,-0.999839
1.22302,1
-1.93932,-1
1.57363,1
0.672955,0.999997
-0.444556,-0.999725
1.23543,1
1.53152,1
0.798169,1
1.26301,1
-1.06684,-1
-1.87349,-1
-1.85064,-1
1.26126,1
-0.692756,-0.999998
-1.43676,-1
1.96051,1
0.387136,0.999133
-0.357986,-0.998447
0.828157,1
1.86727,1
1.70429,1
-1.62441,-1
1.48725,1
0.758123,0.999999
-0.126646,-0.852834
0.909234,1
-0.341211,-0.997828
-1.21492,-1
-1.37382,-1
0.382389,0.999046
1.44918,1
-1.94804,-1
-1.95042,-1
-0.833682,-1
-0.549399,-0.999966
-0.194803,-0.960166
-0.461588,-0.999804
-0.784615,-1
-0.603624,-0.999989
1.66987,1
0.497405,0.999904
0.923058,1
-0.758949,-0.999999
1.65831,1
1.50009,1
0.354422,0.998332
1.07666,1
-0.477239,-0.999857
0.075688,0.639235
1.60086,1
-1.81617,-1
0.91868,1
-1.61448,-1
-1.7669,-1
1.2255,1
0.662832,0.999997
0.661409,0.999996
-0.212849,-0.972066
-1.50662,-1
-0.247927,-0.986052
1.81908,1
-0.971361,-1
0.899861,1
0.055601,0.505011
-1.9091,-1
-1.35587,-1
-1.27544,-1
0.678404,0.999997
0.696568,0.999998
0.300356,0.99509
-1.16804,-1
1.41619,1
0.637076,0.999994
1.88319,1
-0.0190681,-0.188403
-1.96052,-1
-0.416004,-0.999513
-0.811213,-1
1.64153,1
0.0875075,0.703943
1.34178,1
-1.5149,-1
1.41463,1
0.811059,1
-0.526028,-0.999946
-0.0492208,-0.455967
-0.20212,-0.965495
1.31189,1
1.04423,1
0.38055,0.999011
0.659341,0.999996
1.71601,1
-1.08731,-1
1.20418,1
0.386339,0.999119
-1.89461,-1
0.822621,1
-1.25151,-1
-0.427717,-0.999615
-0.260275,-0.989087
-0.275228,-0.991897
-1.68055,-1
-0.698291,-0.999998
1.64972,1
0.160854,0.922943
0.572349,0.999979
-1.90977,-1
1.45716,1
0.202178,0.965534
-0.875461,-1
1.77622,1
-0.202187,-0.965541
1.86332,1
1.98611,1
-0.462654,-0.999808
0.97396,1
1.11876,1
1.15009,1
0.562106,0.999974
-0.385443,-0.999103
1.08637,1
0.175466,0.941903
-0.825129,-1
-1.26757,-1
0.34501,0.997987
1.54959,1
1.26321,1
-0.497294,-0.999904
0.93237,1
-1.6577,-1
-1.44785,-1
-0.976876,-1
1.78285,1
-0.68722,-0.999998
-1.17292,-1
0.221073,0.976252
1.26374,1
1.96411,1
0.781345,1
-1.34301,-1
0.893444,1
-0.590883,-0.999985
-0.884719,-1
1.85059,1
1.9596,1
0.197571,0.96227
1.15751,1
1.82713,1
0.841271,1
-0.0293727,-0.285562
0.803073,1
-0.117038,-0.824395
0.5766,0.99998
-1.90279,-1
-0.306715,-0.995675
-0.290983,-0.99408
-1.0613,-1
1.05619,1
0.450563,0.999756
1.17153,1
1.57245,1
-0.107031,-0.789578
-0.0112535,-0.112063
0.121785,0.839019
1.40757,1
1.63489,1
0.21943,0.975469
-1.31328,-1
1.20716,1
-0.368302,-0.998736
1.42616,1
-0.211222,-0.971155
1.40624,1
-0.590954,-0.999985
1.5523,1
0.593257,0.999986
-0.275339,-0.991915
-0.282078,-0.99293
0.998232,1
1.04728,1
-0.616423,-0.999991
1.38326,1
-1.00462,-1
-1.55034,-1
0.0703522,0.606598
-0.231851,-0.980813
1.04161,1
1.58608,1
-1.08271,-1
0.661016,0.999996
1.07691,1
-1.20651,-1
-0.99631,-1
0.183108,0.949932
0.372518,0.998838
-0.407219,-0.999419
0.43677,0.999678
-0.358222,-0.998454
1.25567,1
-1.10529,-1
-0.811194,-1
0.483946,0.999875
-1.68084,-1
1.94847,1
1.15661,1
-1.62054,-1
0.537459,0.999957
1.33453,1
1.47789,1
0.386835,0.999127
1.54275,1
1.51996,1
-0.30013,-0.995068
1.16182,1
-1.68024,-1
-1.247,-1
-1.6261,-1
1.88341,1
-1.45928,-1
-0.497585,-0.999905
-0.185881,-0.952569
-0.690422,-0.999998
-1.10596,-1
-0.113489,-0.812687
-1.1571,-1
-1.24882,-1
1.99092,1
0.506624,0.99992
1.99427,1
-1.91474,-1
0.365687,0.998668
1.19618,1
-1.76416,-1
-1.82875,-1
0.0199842,0.197224
1.57129,1
1.81012,1
-1.83461,-1
0.487268,0.999883
0.246789,0.985733
-0.45858,-0.999792
1.53444,1
0.511555,0.999928
0.235285,0.982075
1.75784,1
-1.04668,-1
-0.271418,-0.991258
-1.20321,-1
0.332804,0.997431
-1.12182,-1
1.86133,1
1.38413,1
1.19021,1
0.387038,0.999131
-0.671688,-0.999997
0.904558,1
-1.95538,-1
1.11048,1
0.223976,0.977577
1.69703,1
-1.53157,-1
-0.791397,-1
-1.34139,-1
-0.211053,-0.971059
-1.60027,-1
1.0772,1
1.5351,1
-1.06174,-1
0.653195,0.999996
0.612917,0.999991
1.59032,1
-1.04212,-1
1.56547,1
-0.0875373,-0.704094
0.213122,0.972215
-0.495681,-0.999901
-0.831106,-1
-1.40348,-1
0.542367,0.999961
1.50806,1
0.00909488,0.0906989
-0.784212,-1
0.887447,1
-0.021604,-0.212741
1.54759,1
-1.83091,-1
1.14586,1
-1.86183,-1
-0.675104,-0.999997
1.69617,1
-1.58229,-1
-0.803846,-1
-0.884954,-1
1.35676,1
1.22665,1
-1.13409,-1
0.0230633,0.226629
-1.59939,-1
0.970007,1
1.96106,1
-0.658683,-0.999996
-0.0138716,-0.137833
-0.930629,-1
0.472715,0.999843
-1.15774,-1
-0.321019,-0.996749
-1.72946,-1
-0.592359,-0.999986
1.87011,1
-1.61971,-1
0.476576,0.999855
0.176658,0.943234
1.54764,1
-0.318722,-0.996597
-1.22695,-1
-0.873219,-1
1.11223,1
1.05827,1
1.83177,1
-0.990812,-1
1.26405,1
1.90449,1
-1.54573,-1
-0.412256,-0.999475
0.7241,0.999999
-0.967418,-1
-1.04907,-1
0.340739,0.997808
-1.29449,-1
1.86816,1
0.278252,0.99237
-0.271129,-0.991207
0.69368,0.999998
-0.427512,-0.999613
-1.39511,-1
-1.62887,-1
1.05118,1
1.27453,1
-1.41699,-1
-1.72839,-1
-0.0221794,-0.218227
-1.59661,-1
0.821566,1
-1.80112,-1
1.00693,1
0.876995,1
1.74334,1
1.03726,1
0.822535,1
-1.39514,-1
-0.164673,-0.928407
-0.875193,-1
-0.124344,-0.846435
1.99774,1
-1.98377,-1
0.393127,0.999231
1.48423,1
0.0380595,0.363224
0.86648,1
0.00455538,0.0455223
0.112918,0.810737
-1.67753,-1
-1.14404,-1
-1.657,-1
1.09552,1
-1.72062,-1
-0.07028,-0.606142
-0.454975,-0.999777
-0.14034,-0.886085
-1.62977,-1
0.930346,1
-1.53862,-1
-0.127232,-0.854426
1.11392,1
-0.471407,-0.999839
-0.845405,-1
0.370465,0.99879
-1.10241,-1
1.44794,1
-0.97121,-1
1.98577,1
1.15941,1
1.46436,1
0.474435,0.999849
-0.990218,-1
-1.54739,-1
-1.87107,-1
1.68515,1
1.64816,1
-1.78977,-1
-1.46902,-1
-1.13894,-1
0.371957,0.998825
-0.908266,-1
-0.129537,-0.860526
-1.58101,-1
-1.49103,-1
-1.83522,-1
-0.261035,-0.989251
-0.557949,-0.999972
1.3474,1
-1.23493,-1
-0.723126,-0.999999
0.694206,0.999998
0.564126,0.999975
1.16838,1
0.186056,0.95273
1.43215,1
1.69751,1
0.525491,0.999945
0.0658927,0.577649
0.69278,0.999998
1.73406,1
1.15468,1
-1.82441,-1
-0.0927735,-0.729536
-1.74279,-1
1.13318,1
1.34202,1
1.88154,1
1.49442,1
-1.46329,-1
0.770971,1
1.79984,1
1.63714,1
0.0185456,0.183359
0.64845,0.999995
-0.881438,-1
0.46171,0.999805
0.352726,0.998275
0.741338,0.999999
-0.583066,-0.999983
-1.81686,-1
1.61872,1
-0.509265,-0.999925
1.36815,1
1.09296,1
0.122832,0.842091
-0.991306,-1
0.0136388,0.135549
0.53519,0.999955
1.86169,1
0.491295,0.999892
-0.741993,-0.999999
-1.30555,-1
1.8507,1
0.514286,0.999932
1.9055,1
0.908571,1
-0.108362,-0.794539
0.277601,0.992271
-0.509142,-0.999924
-0.204691,-0.967196
-0.316284,-0.996427
1.01538,1
1.8308,1
1.68627,1
1.23758,1
-0.204616,-0.967148
0.413213,0.999485
-1.24114,-1
-0.427167,-0.99961
-0.725425,-0.999999
-1.01316,-1
-0.055497,-0.504236
-1.95874,-1
-1.04651,-1
-0.573,-0.999979
-0.725704,-0.999999
0.96692,1
-0.626132,-0.999993
-1.21503,-1
-0.585525,-0.999984
-0.803099,-1
0.683681,0.999998
-0.210262,-0.970604
1.14684,1
1.28889,1
-1.56127,-1
-1.89386,-1
0.138657,0.882414
0.632194,0.999994
1.53748,1
1.33274,1
1.03264,1
1.20606,1
0.59766,0.999987
0.382082,0.99904
-1.96909,-1
-1.63668,-1
1.17273,1
-0.472538,-0.999843
1.14234,1
0.849578,1
1.22462,1
-0.0857918,-0.695183
0.155099,0.913948
1.52845,1
-1.52675,-1
0.225542,0.978261
-0.690693,-0.999998
1.22123,1
-0.0290237,-0.282353
-0.160124,-0.921855
-0.542782,-0.999961
-0.552879,-0.999968
0.856405,1
-1.82205,-1
-0.450531,-0.999756
-0.00434534,-0.0434261
1.03912,1
-0.720203,-0.999999
0.727852,0.999999
0.958709,1
0.862759,1
-1.19334,-1
1.38423,1
1.90272,1
-0.579945,-0.999982
-1.85085,-1
